Fields allocated and randomly filled
0,4.4.4.4,32,1,16,0,0,5516,0
1,4.4.4.4,32,1,16,0,0,190,0
2,4.4.4.4,32,1,16,0,0,145,0
3,4.4.4.4,32,1,16,0,0,141,0
4,4.4.4.4,32,1,16,0,0,139,0
5,4.4.4.4,32,1,16,0,0,147,0
6,4.4.4.4,32,1,16,0,0,141,0
7,4.4.4.4,32,1,16,0,0,142,0
8,4.4.4.4,32,1,16,0,0,132,0
9,4.4.4.4,32,1,16,0,0,133,0
10,4.4.4.4,32,1,16,0,0,139,0
11,4.4.4.4,32,1,16,0,0,135,0
12,4.4.4.4,32,1,16,0,0,134,0
13,4.4.4.4,32,1,16,0,0,140,0
14,4.4.4.4,32,1,16,0,0,138,0
15,4.4.4.4,32,1,16,0,0,147,0
16,4.4.4.4,32,1,16,0,0,139,0
17,4.4.4.4,32,1,16,0,0,138,0
18,4.4.4.4,32,1,16,0,0,140,0
19,4.4.4.4,32,1,16,0,0,138,0
20,4.4.4.4,32,1,16,0,0,197,0
21,4.4.4.4,32,1,16,0,0,162,0
22,4.4.4.4,32,1,16,0,0,155,0
23,4.4.4.4,32,1,16,0,0,154,0
24,4.4.4.4,32,1,16,0,0,157,0
25,4.4.4.4,32,1,16,0,0,146,0
26,4.4.4.4,32,1,16,0,0,144,0
27,4.4.4.4,32,1,16,0,0,146,0
28,4.4.4.4,32,1,16,0,0,145,0
29,4.4.4.4,32,1,16,0,0,153,0
30,4.4.4.4,32,1,16,0,0,148,0
31,4.4.4.4,32,1,16,0,0,148,0
32,4.4.4.4,32,1,16,0,0,147,0
33,4.4.4.4,32,1,16,0,0,146,0
34,4.4.4.4,32,1,16,0,0,149,0
35,4.4.4.4,32,1,16,0,0,146,0
36,4.4.4.4,32,1,16,0,0,151,0
37,4.4.4.4,32,1,16,0,0,152,0
38,4.4.4.4,32,1,16,0,0,148,0
39,4.4.4.4,32,1,16,0,0,150,0
40,4.4.4.4,32,1,16,0,0,264,0
41,4.4.4.4,32,1,16,0,0,150,0
42,4.4.4.4,32,1,16,0,0,148,0
43,4.4.4.4,32,1,16,0,0,251,0
44,4.4.4.4,32,1,16,0,0,158,0
45,4.4.4.4,32,1,16,0,0,146,0
46,4.4.4.4,32,1,16,0,0,147,0
47,4.4.4.4,32,1,16,0,0,154,0
48,4.4.4.4,32,1,16,0,0,146,0
49,4.4.4.4,32,1,16,0,0,148,0
50,4.4.4.4,32,1,16,0,0,154,0
51,4.4.4.4,32,1,16,0,0,152,0
52,4.4.4.4,32,1,16,0,0,147,0
53,4.4.4.4,32,1,16,0,0,146,0
54,4.4.4.4,32,1,16,0,0,147,0
55,4.4.4.4,32,1,16,0,0,148,0
56,4.4.4.4,32,1,16,0,0,148,0
57,4.4.4.4,32,1,16,0,0,146,0
58,4.4.4.4,32,1,16,0,0,145,0
59,4.4.4.4,32,1,16,0,0,145,0
60,4.4.4.4,32,1,16,0,0,144,0
61,4.4.4.4,32,1,16,0,0,152,0
62,4.4.4.4,32,1,16,0,0,146,0
63,4.4.4.4,32,1,16,0,0,147,0
64,4.4.4.4,32,1,16,0,0,163,0
65,4.4.4.4,32,1,16,0,0,147,0
66,4.4.4.4,32,1,16,0,0,148,0
67,4.4.4.4,32,1,16,0,0,145,0
68,4.4.4.4,32,1,16,0,0,145,0
69,4.4.4.4,32,1,16,0,0,146,0
70,4.4.4.4,32,1,16,0,0,146,0
71,4.4.4.4,32,1,16,0,0,146,0
72,4.4.4.4,32,1,16,0,0,146,0
73,4.4.4.4,32,1,16,0,0,146,0
74,4.4.4.4,32,1,16,0,0,160,0
75,4.4.4.4,32,1,16,0,0,147,0
76,4.4.4.4,32,1,16,0,0,140,0
77,4.4.4.4,32,1,16,0,0,140,0
78,4.4.4.4,32,1,16,0,0,140,0
79,4.4.4.4,32,1,16,0,0,140,0
80,4.4.4.4,32,1,16,0,0,144,0
81,4.4.4.4,32,1,16,0,0,140,0
82,4.4.4.4,32,1,16,0,0,139,0
83,4.4.4.4,32,1,16,0,0,140,0
84,4.4.4.4,32,1,16,0,0,137,0
85,4.4.4.4,32,1,16,0,0,142,0
86,4.4.4.4,32,1,16,0,0,140,0
87,4.4.4.4,32,1,16,0,0,139,0
88,4.4.4.4,32,1,16,0,0,138,0
89,4.4.4.4,32,1,16,0,0,138,0
90,4.4.4.4,32,1,16,0,0,142,0
91,4.4.4.4,32,1,16,0,0,140,0
92,4.4.4.4,32,1,16,0,0,138,0
93,4.4.4.4,32,1,16,0,0,138,0
94,4.4.4.4,32,1,16,0,0,138,0
95,4.4.4.4,32,1,16,0,0,141,0
96,4.4.4.4,32,1,16,0,0,138,0
97,4.4.4.4,32,1,16,0,0,137,0
98,4.4.4.4,32,1,16,0,0,139,0
99,4.4.4.4,32,1,16,0,0,138,0
0,4.4.8.8,32,1,16,0,0,192,0
1,4.4.8.8,32,1,16,0,0,185,0
2,4.4.8.8,32,1,16,0,0,184,0
3,4.4.8.8,32,1,16,0,0,190,0
4,4.4.8.8,32,1,16,0,0,188,0
5,4.4.8.8,32,1,16,0,0,186,0
6,4.4.8.8,32,1,16,0,0,185,0
7,4.4.8.8,32,1,16,0,0,184,0
8,4.4.8.8,32,1,16,0,0,184,0
9,4.4.8.8,32,1,16,0,0,183,0
10,4.4.8.8,32,1,16,0,0,186,0
11,4.4.8.8,32,1,16,0,0,183,0
12,4.4.8.8,32,1,16,0,0,185,0
13,4.4.8.8,32,1,16,0,0,187,0
14,4.4.8.8,32,1,16,0,0,183,0
15,4.4.8.8,32,1,16,0,0,183,0
